11	0	1	0
12	0.8	0.2	0
13	0.4	0.6	0
14	0	0.2	0.8
15	0	0.3	0.8
16	0.5	0.5	0
17	0.8	0.2	0
18	0.4	0.6	0
19	0	0.2	0.8
110	0	0.3	0.8
111	0	0.5	0.5
112	0.8	0.2	0
113	0.4	0.6	0
114	0	0.2	0.8
115	0	0.3	0.8
116	0.1	0.9	0
117	0.8	0.2	0
118	0.4	0.6	0
119	0	0.2	0.8
120	0	0.3	0.8

21	0	0.4	0.6
22	0	1	0
23	0.4	0.6	0
24	0	0.2	0.8
25	0	0.3	0.8
26	0.3	0.2	0.5
27	0.8	0.2	0
28	0.4	0.6	0
29	0	0.2	0.8
210	0	0.3	0.8
211	0.2	0.5	0.3
212	0.8	0.2	0
213	0.4	0.6	0
214	0	0.2	0.8
215	0	0.3	0.8
216	0.1	0.3	0.6
217	0.8	0.2	0
218	0.4	0.6	0
219	0	0.2	0.8
220	0	0.3	0.8

31	0	0.4	0.6
32	0.1	0.3	0.6
33	0	1	0
34	0	0.2	0.8
35	0	0.3	0.8
36	0.4	0.3	0.3
37	0.8	0.2	0
38	0.4	0.6	0
39	0	0.2	0.8
310	0	0.3	0.8
311	0.6	0.2	0.2
312	0.8	0.2	0
313	0.4	0.6	0
314	0	0.2	0.8
315	0	0.3	0.8
316	0.8	0.1	0.1
317	0.8	0.2	0
318	0.4	0.6	0
319	0	0.2	0.8
320	0	0.3	0.8

41	0	0.4	0.6
42	0.1	0.3	0.6
43	0.3	0.6	0.1
44	0	1	0
45	0	0.3	0.8
46	0.4	0.3	0.3
47	0.8	0.2	0
48	0.4	0.6	0
49	0	0.2	0.8
410	0	0.3	0.8
411	0.6	0.2	0.2
412	0.8	0.2	0
413	0.4	0.6	0
414	0	0.2	0.8
415	0	0.3	0.8
416	0.8	0.1	0.1
417	0.8	0.2	0
418	0.4	0.6	0
419	0	0.2	0.8
420	0.6	0.3	0.1

51	0	0.4	0.6
52	0.1	0.3	0.6
53	0.3	0.6	0.1
54	0.8	0.1	0.1
55	0	1	0
56	0.4	0.3	0.3
57	0.8	0.2	0
58	0.4	0.6	0
59	0	0.2	0.8
510	0	0.3	0.8
511	0.6	0.2	0.2
512	0.8	0.2	0
513	0.4	0.6	0
514	0	0.2	0.8
515	0.2	0.2	0.6
516	0.8	0.1	0.1
517	0.8	0.2	0
518	0.4	0.6	0
519	0.6	0.1	0.3
520	0.6	0.3	0.1

61	0	0.4	0.6
62	0.1	0.3	0.6
63	0.3	0.6	0.1
64	0.8	0.1	0.1
65	0.4	0.3	0.3
66	0	1	0
67	0.8	0.2	0
68	0.4	0.6	0
69	0	0.2	0.8
610	0	0.3	0.8
611	0.3	0.5	0.2
612	0.8	0.2	0
613	0.4	0.6	0
614	0.8	0.1	0.1
615	0.2	0.2	0.6
616	0.8	0.1	0.1
617	0.8	0.2	0
618	0.4	0.6	0
619	0.6	0.1	0.3
620	0.6	0.3	0.1

71	0	0.4	0.6
72	0.1	0.3	0.6
73	0.3	0.6	0.1
74	0.8	0.1	0.1
75	0.4	0.3	0.3
76	0.5	0.5	0
77	0	1	0
78	0.4	0.6	0
79	0	0.2	0.8
710	0	0.3	0.8
711	0.3	0.5	0.2
712	0.8	0.2	0
713	0.4	0.6	0
714	0.8	0.1	0.1
715	0.2	0.2	0.6
716	0	0.5	0
717	0.8	0.2	0
718	0.4	0.6	0
719	0.6	0.1	0.3
720	0	0	1

81	0	0.4	0.6
82	0.1	0.3	0.6
83	0.3	0.6	0.1
84	0.8	0.1	0.1
85	0.4	0.3	0.3
86	0.5	0.5	0
87	0.4	0.2	0.4
88	0	1	0
89	0	0.2	0.8
810	0	0.3	0.8
811	0.3	0.5	0.2
812	0.8	0.2	0
813	0.4	0.6	0
814	0.8	0.1	0.1
815	0.2	0.2	0.6
816	0	0.5	0
817	0.8	0.2	0
818	0.4	0.6	0
819	0.3	0.6	0.1
820	0.3	0.5	0.2

91	0	0.4	0.6
92	0.1	0.3	0.6
93	0.3	0.6	0.1
94	0.8	0.1	0.1
95	0	1	0
96	0.4	0.3	0.3
97	0.8	0.2	0
98	0.4	0.6	0
99	0	1	0
910	0	0.3	0.8
911	0.6	0.2	0.2
912	0.8	0.2	0
913	0.4	0.6	0
914	0	0.2	0.8
915	0.2	0.2	0.6
916	0.8	0.1	0.1
917	0.5	0.2	0.3
918	0.4	0.6	0
919	0.6	0.1	0.3
920	0.6	0.3	0.1

101	0	0.4	0.6
102	0.1	0.3	0.6
103	0.3	0.6	0.1
104	0.8	0.1	0.1
105	0.4	0.3	0.3
106	0.5	0.5	0
107	0.3	0.4	0.3
108	0.4	0.6	0
109	0	0.2	0.8
1010	0	1	0
1011	0.3	0.5	0.2
1012	0.8	0.2	0
1013	0.4	0.6	0
1014	0.8	0.1	0.1
1015	0.2	0.2	0.6
1016	0	0.5	0
1017	0.8	0.2	0
1018	0.4	0.6	0
1019	0.6	0.1	0.3
1020	0	0	1

111	0	0.4	0.6
112	0.1	0.3	0.6
113	0.3	0.6	0.1
114	0.8	0.1	0.1
115	0.6	0.2	0.2
116	0.5	0.5	0
117	0.3	0.4	0.3
118	0.4	0.6	0
119	0	0.2	0.8
1110	0.9	0.1	0
1111	0	1	0
1112	0.8	0.2	0
1113	0.4	0.6	0
1114	0.8	0.1	0.1
1115	0.2	0.2	0.6
1116	0	0.5	0
1117	0.3	0.5	0.2
1118	0.4	0.6	0
1119	0.6	0.1	0.3
1120	0.5	0.5	0

121	0.2	0.8	0
122	0.1	0.3	0.6
123	0.3	0.6	0.1
124	0.8	0.1	0.1
125	0.6	0.2	0.2
126	0	0	1
127	0.3	0.4	0.3
128	0.4	0.6	0
129	0	0.2	0.8
1210	0.9	0.1	0
1211	0.4	0.3	0.3
1212	0	1	0
1213	0.6	0.4	0
1214	0.8	0.1	0.1
1215	0.2	0.2	0.6
1216	0	0.5	0
1217	0.8	0.1	0.1
1218	0.4	0.6	0
1219	0.6	0.1	0.3
1220	0.6	0.3	0.1

131	0.3	0.6	0.1
132	0.1	0.3	0.6
133	0	0.8	0.2
134	0.8	0.1	0.1
135	0.4	0.3	0.3
136	0	0	1
137	0.3	0.4	0.3
138	0.4	0.6	0
139	0	0.2	0.8
1310	0	1	0
1311	0.3	0.5	0.2
1312	0.8	0.2	0
1313	0	1	0
1314	0.8	0.1	0.1
1315	0.2	0.2	0.6
1316	0	0.5	0
1317	0.8	0.2	0
1318	0.4	0.6	0
1319	0.6	0.1	0.3
1320	0.9	0.1	0

141	0.4	0.4	0.2
142	1	0	0
143	0.3	0.6	0.1
144	0.8	0.1	0.1
145	0.6	0.2	0.2
146	0.5	0.5	0
147	0.3	0.7	0
148	0.4	0.6	0
149	0	0.2	0.8
1410	0.9	0.1	0
1411	0.6	0.4	0
1412	0.8	0.2	0
1413	0.4	0.6	0
1414	0	1	0
1415	0.2	0.2	0.6
1416	0	0.5	0
1417	0.3	0.5	0.2
1418	0.4	0.6	0
1419	0.6	0.1	0.3
1420	0.6	0.3	0.1

151	0.2	0.8	0
152	0.1	0.3	0.6
153	0.3	0.6	0.1
154	0.8	0.1	0.1
155	0.6	0.2	0.2
156	0	0	1
157	0.3	0.4	0.3
158	0.4	0.6	0
159	0	0.2	0.8
1510	0.9	0.1	0
1511	0.4	0.3	0.3
1512	0	0.5	0.5
1513	0.6	0.4	0
1514	0.8	0.1	0.1
1515	0	1	0
1516	0	0.5	0
1517	0.8	0.1	0.1
1518	0.4	0.6	0
1519	0.6	0.1	0.3
1520	0.8	0.2	0

161	0.2	0.2	0.6
162	0.9	0.1	0
163	0.4	0.5	0.1
164	0.8	0.1	0.1
165	0.4	0.3	0.3
166	0	0	1
167	0.3	0.4	0.3
168	0.4	0.6	0
169	0	0.2	0.8
1610	1	0	0
1611	0.3	0.5	0.2
1612	0.8	0.2	0
1613	0	0	1
1614	0.8	0.1	0.1
1615	0.2	0.2	0.6
1616	0	1	0
1617	0.8	0.2	0
1618	0.4	0.6	0
1619	0.6	0.1	0.3
1620	0	0	1

171	0.8	0.2	0
172	0.1	0.3	0.6
173	0.3	0.6	0.1
174	0.8	0.1	0.1
175	0.6	0.2	0.2
176	0.5	0.5	0
177	0.3	0.4	0.3
178	0.4	0.6	0
179	0	0.2	0.8
1710	0.9	0.1	0
1711	1	0	0
1712	0.8	0.2	0
1713	0.2	0.5	0.3
1714	0.8	0.1	0.1
1715	0.2	0.2	0.6
1716	0	0.5	0
1717	0	1	0
1718	0.4	0.6	0
1719	0.6	0.1	0.3
1720	0.6	0.4	0

181	0.2	0.8	0
182	0.1	0.3	0.6
183	0.3	0.6	0.1
184	0.8	0.1	0.1
185	0.6	0.2	0.2
186	0	0	1
187	0.3	0.4	0.3
188	0.3	0.7	0
189	0	0.2	0.8
1810	0.9	0.1	0
1811	0.4	0.3	0.3
1812	1	0	0
1813	0.6	0.4	0
1814	0.8	0.1	0.1
1815	0.2	0.2	0.6
1816	0	0.5	0
1817	0.8	0.1	0.1
1818	0	1	0
1819	0.6	0.1	0.3
1820	0.5	0.2	0.3

191	0.7	0.3	0
192	0.1	0.3	0.6
193	0	0.8	0.2
194	0.8	0.1	0.1
195	0.4	0.3	0.3
196	0	0	1
197	0.3	0.4	0.3
198	0.4	0.6	0
199	0	0.2	0.8
1910	0	1	0
1911	0.3	0.5	0.2
1912	0.8	0.2	0
1913	0	1	0
1914	0.8	0.1	0.1
1915	0.2	0.2	0.6
1916	0	0.5	0
1917	0.8	0.2	0
1918	0.4	0.6	0
1919	0	1	0
1920	0.2	0.8	0

201	0.2	0.2	0.6
202	1	0	0
203	0.3	0.6	0.1
204	0.8	0.1	0.1
205	0.6	0.2	0.2
206	0.5	0.5	0
207	0.3	0.7	0
208	0.4	0.6	0
209	0	0.2	0.8
2010	0.9	0.1	0
2011	0.6	0.4	0
2012	0.8	0.2	0
2013	0.4	0.6	0
2014	0.5	0.3	0.2
2015	0.2	0.2	0.6
2016	0	0.5	0
2017	0.3	0.5	0.2
2018	0.4	0.6	0
2019	0.6	0.1	0.3
2020	0	1	0
